form,xml_field_name,line_number,label
1040,SurvivingSpouseInd,,Top Right Margin - Surviving Spouse Indicator
1040,TaxAmt,,
1040,TaxExemptInterestAmt,,
1040,TaxLessCreditsAmt,,
1040,TaxWithheldOtherAmt,,
1040,TaxableBenefitsAmt,,
1040,TaxableBenefitsForm8839Amt,,
1040,TaxableForeignPensionsTotalAmt,5b,Line 5b - Taxable Foreign Pensions Total Amount
1040,TaxableIRAAmt,,
1040,TaxableIncomeAmt,,
1040,TaxableIncomeAmt/@capitalConstructionFundAmt,15,Line 15 - Capital Construction Fund Amount
1040,TaxableIncomeAmt/@capitalConstructionFundCd,15,Line 15 - Capital Construction Fund Code
1040,TaxableInterestAmt,,
1040,TaxableSocSecAmt,,
1040,ThirdPartyDesigneeInd,,
1040,ThirdPartyDesigneeNm,,
1040,ThirdPartyDesigneePIN,,
1040,ThirdPartyDesigneePhoneNum,,
1040,TipIncomeAmt,,
1040,TotalAdditionalIncomeAmt,,
1040,TotalAdjustmentsAmt,,
1040,TotalBoxesCheckedCnt,,Age/Blindness - Total Boxes Checked Count
1040,TotalCreditsAmt,,
1040,TotalDeductionsAmt,,
1040,TotalExemptPrimaryAndSpouseCnt,,Standard Deduction - Total Exempt Primary And Spouse Cnt
1040,TotalExemptionsCnt,,Dependents - Total Exemptions Count
1040,TotalIncomeAmt,,
1040,TotalItemizedOrStandardDedAmt,,
1040,TotalItemizedOrStandardDedAmt/@modifiedStandardDeductionInd,12a,Line 12a - Modified Standard Deduction Ind
1040,TotalNonrefundableCreditsAmt,,
1040,TotalOtherPaymentsRfdblCrAmt,,
1040,TotalOtherTaxesAmt,,
1040,TotalPaymentsAmt,,
1040,TotalPaymentsAmt/@form8689Amt,33,Line 33 - Form 8689 Amount
1040,TotalPaymentsAmt/@form8689Cd,33,Line 33 - Form 8689 Code
1040,TotalTaxAmt,,
1040,TotalTaxBeforeCrAndOthTaxesAmt,,
1040,TotalTaxablePensionsAmt,,
1040,TotalTaxablePensionsAmt/@pensionsAnnuitiesLiteralCd,5b,Line 5b - Pensions and Annuities Literal Code
1040,TotalWagesWithNoWithholdingAmt,,
1040,VirtualCurAcquiredDurTYInd,,
1040,WagesAmt,,
1040,WagesSalariesAndTipsAmt,,
1040,WithholdingTaxAmt,,
